,name,start_clash,target_clash,rmsd,glide_score,score_no_vdw,modified_score_no_vdws
797,"77_-1,-1,0_0,-10,-5",67.850042,24.24171663,2.196817983,10000,-4.11,-4.11
798,"77_-1,-1,0_0,-10,0",74.12622136,27.85315059,2.212270966,10000,-3.845,-3.845
799,"77_-1,-1,0_0,-5,-5",63.31249978,23.67355935,2.082355856,10000,-3.93,-3.93
800,"77_-1,-1,0_0,-5,0",69.75380524,27.99579592,2.102607936,10000,-3.625,-3.625
801,"77_-1,-1,0_0,0,-5",58.61669434,27.02406307,2.022547158,10000,-5.97,-5.97
802,"77_-1,-1,0_5,-15,-10",65.32908656,26.65502782,2.487459303,10000,-5.085,-5.085
803,"77_-1,-1,0_5,-15,-5",64.16093594,24.09022488,2.447274601,10000,-5.325,-5.325
804,"77_-1,-1,0_5,-10,-10",65.1134457,26.16584368,2.313527339,10000,-4.825,-4.825
805,"77_-1,-1,0_5,-10,-5",61.727471,21.51501669,2.267782467,10000,-4.62,-4.62
806,"77_-1,-1,0_5,-5,-10",66.93254754,29.40878548,2.177458569,10000,-3.84,-3.84
807,"77_-1,-1,0_5,-5,-5",62.33197717,24.08569341,2.128945283,10000,-3.625,-3.625
808,"77_-1,-1,0_5,0,-5",59.8110074,28.13392357,2.040223538,10000,-5.335,-5.335
809,"77_-1,-1,0_10,-20,-10",62.36515161,29.01887563,2.82755571,10000,-5.525,-5.525
810,"77_-1,-1,0_10,-15,-10",57.41695128,22.52954838,2.617158305,10000,-4.875,-4.875
811,"77_-1,-1,0_10,-15,-5",65.3584109,28.54131128,2.581817782,10000,-4.795,-4.795
812,"77_-1,-1,0_10,-10,-10",61.64943003,25.1630525,2.432205132,10000,-4.22,-4.22
813,"77_-1,-1,0_10,-10,-5",63.92015365,26.17300537,2.388965432,10000,-3.81,-3.81
814,"77_-1,-1,0_10,-5,-5",65.72052895,29.12119068,2.231369193,10000,-3.385,-3.385
815,"77_-1,-1,0_15,-15,-10",58.37310626,25.31083927,2.785734121,10000,-4.8,-4.8
816,"77_-1,-1,0_15,-10,-10",62.7090601,27.54942718,2.594626882,10000,-3.435,-3.435
817,"77_-1,-1,0_20,-20,-15",57.24557539,29.95187928,3.258472574,10000,-4.845,-4.845
818,"77_-1,-1,0_25,-20,-15",56.90913506,27.58811028,3.474981448,10000,-3.575,-3.575
819,"77_-1,-1,0_25,-15,-15",60.14256853,29.38455583,3.281575163,10000,-4.03,-4.03
820,"77_-1,-1,0_30,-20,-20",65.38872296,28.61738729,3.794997926,10000,-4.32,-4.32
821,"77_-1,-1,0_30,-20,-15",61.9447103,27.65784475,3.709164535,10000,-3.185,-3.185
822,"77_-1,-1,0_30,-15,-15",62.07240649,28.34702462,3.520812959,10000,-3.06,-3.06
823,"81_-1,-1,0_-5,-10,-5",46.57612381,28.48539852,3.611719962,10000,-4.02,-4.02
824,"81_-1,-1,0_0,-25,-5",49.38407806,29.43210053,4.039844195,10000,-3.48,-3.48
825,"81_-1,-1,0_0,-20,-5",43.43893826,24.0027113,3.903747725,10000,-4.01,-4.01
826,"81_-1,-1,0_0,-15,-5",41.68164713,21.07982564,3.786115619,10000,-4.45,-4.45
827,"81_-1,-1,0_0,-10,-5",41.76934017,21.11209284,3.68964848,10000,-4.91,-4.91
828,"81_-1,-1,0_0,-5,-5",44.76976161,25.79368225,3.61679914,10000,-4.16,-4.16
829,"81_-1,-1,0_5,-25,-10",49.65574884,28.82173831,4.170946412,10000,-4.205,-4.205
830,"81_-1,-1,0_5,-25,-5",49.81845219,24.04010962,4.17388667,10000,-3.065,-3.065
831,"81_-1,-1,0_5,-20,-10",42.3502546,24.96307085,4.036581498,10000,-4.265,-4.265
832,"81_-1,-1,0_5,-20,-5",39.6964936,19.64390081,4.027642657,10000,-3.865,-3.865
833,"81_-1,-1,0_5,-15,-10",40.66592499,23.22396551,3.918138913,10000,-4.325,-4.325
834,"81_-1,-1,0_5,-15,-5",38.82859523,18.86964765,3.898009518,10000,-4.51,-4.51
835,"81_-1,-1,0_5,-10,-10",40.94748471,24.58114075,3.818039796,10000,-4,-4
836,"81_-1,-1,0_5,-10,-5",41.71631533,20.55540255,3.78772494,10000,-4.87,-4.87
837,"81_-1,-1,0_5,-5,-5",46.29783068,25.66710528,3.699393127,10000,-4.91,-4.91
838,"81_-1,-1,0_10,-25,-10",51.16482912,24.14084136,4.31541552,10000,-3.78,-3.78
839,"81_-1,-1,0_10,-25,-5",59.90182259,24.82366799,4.321001506,10000,-2.345,-2.345
840,"81_-1,-1,0_10,-20,-10",38.92088314,20.21548417,4.173273053,10000,-4.41,-4.41
841,"81_-1,-1,0_10,-20,-5",41.73371585,20.34837812,4.166150004,10000,-3.725,-3.725
842,"81_-1,-1,0_10,-15,-10",35.08322344,20.07108017,4.045480357,10000,-4.195,-4.195
843,"81_-1,-1,0_10,-15,-5",37.00820041,20.33027203,4.026149404,10000,-4.155,-4.155
844,"81_-1,-1,0_10,-10,-10",37.05433596,23.43426842,3.934452382,10000,-4.03,-4.03
845,"81_-1,-1,0_10,-10,-5",40.68341455,22.94722552,3.903716462,10000,-4.57,-4.57
846,"81_-1,-1,0_10,-5,-5",46.57026421,28.17606975,3.801521248,10000,-5.07,-5.07
847,"81_-1,-1,0_15,-25,-10",58.86376027,25.19289633,4.472199206,10000,-2.99,-2.99
848,"81_-1,-1,0_15,-25,-5",74.47181081,29.91832266,4.478839302,10000,-2.05,-2.05
849,"81_-1,-1,0_15,-20,-10",43.38665576,20.97608506,4.323675299,10000,-3.91,-3.91
850,"81_-1,-1,0_15,-20,-5",49.97725062,24.50363939,4.316863363,10000,-3.11,-3.11
851,"81_-1,-1,0_15,-15,-10",35.61380952,20.72932694,4.188035245,10000,-3.995,-3.995
852,"81_-1,-1,0_15,-15,-5",39.48905954,23.69450996,4.168111571,10000,-3.905,-3.905
853,"81_-1,-1,0_15,-10,-10",35.12666577,24.53431239,4.067648445,10000,-3.57,-3.57
854,"81_-1,-1,0_15,-10,-5",38.80040102,25.95791024,4.035237379,10000,-3.815,-3.815
855,"81_-1,-1,0_20,-20,-10",55.22265626,28.73130757,4.485325489,10000,-3.04,-3.04
856,"81_-1,-1,0_20,-15,-10",44.85905676,26.42440409,4.343277724,10000,-2.95,-2.95
857,"81_-1,-1,0_20,-10,-10",39.00130273,27.98209295,4.215075378,10000,-2.805,-2.805
858,"82_-1,-1,0_-10,-5,-5",33.22259698,29.26262235,1.92223614,10000,-5.07,-5.07
859,"82_-1,-1,0_-10,-5,0",32.88126122,26.23130445,1.944096779,10000,-5.385,-5.385
860,"82_-1,-1,0_-10,0,0",31.95181891,27.75042782,2.02787312,10000,-5.15,-5.15
861,"82_-1,-1,0_-5,-10,-5",27.58457241,23.20344781,1.85660696,10000,-3.65,-3.65
862,"82_-1,-1,0_-5,-10,0",33.87086695,27.29065792,1.881567364,10000,-2.41,-2.41
863,"82_-1,-1,0_-5,-5,-5",20.15274141,18.10257136,1.829883651,10000,-4.39,-4.39
864,"82_-1,-1,0_-5,-5,0",27.33904821,22.62036472,1.859564314,10000,-4.585,-4.585
865,"82_-1,-1,0_-5,0,-5",22.25966751,22.45194325,1.873197932,10000,-4.875,-4.875
866,"82_-1,-1,0_-5,0,0",25.41613089,22.01783892,1.909430572,10000,-5,-5
867,"82_-1,-1,0_-5,5,0",28.14775018,26.07336965,2.025512721,10000,-4.69,-4.69
868,"82_-1,-1,0_0,-15,-5",28.31671729,23.79335427,2.053846768,10000,-2.805,-2.805
869,"82_-1,-1,0_0,-10,-5",20.37229144,18.18977391,1.932151061,10000,-2.875,-2.875
870,"82_-1,-1,0_0,-5,-10",28.40075231,29.13499326,1.92065964,10000,-3.905,-3.905
871,"82_-1,-1,0_0,-5,-5",15.16331373,14.96452419,1.797133573,10000,-3.27,-3.27
872,"82_-1,-1,0_0,-5,0",28.3714399,25.59239123,1.830914305,10000,-2.535,-2.535
873,"82_-1,-1,0_0,0,-5",16.6916954,17.85486571,1.804604359,10000,-3.985,-3.985
874,"82_-1,-1,0_0,0,0",25.34955625,23.23646835,1.842537975,10000,-3.53,-3.53
875,"82_-1,-1,0_0,5,-5",27.65771958,28.75988458,1.881683012,10000,-5.255,-5.255
876,"82_-1,-1,0_0,5,0",27.15628639,25.5572447,1.925100481,10000,-3.9,-3.9
877,"82_-1,-1,0_5,-15,-5",30.57635781,25.70259601,2.1417804,10000,-2.455,-2.455
878,"82_-1,-1,0_5,-10,-10",31.48822216,29.36108673,2.037234669,10000,-3.86,-3.86
879,"82_-1,-1,0_5,-10,-5",22.3101986,20.48713795,1.99355813,10000,-2.47,-2.47
880,"82_-1,-1,0_5,-5,-10",26.15430723,26.85412579,1.949061803,10000,-3.215,-3.215
881,"82_-1,-1,0_5,-5,-5",16.08106639,16.72318597,1.900752889,10000,-2.26,-2.26
882,"82_-1,-1,0_5,0,-10",26.43959601,29.46804056,1.920715806,10000,-3.24,-3.24
883,"82_-1,-1,0_5,0,-5",16.37084961,18.1550361,1.872362052,10000,-2.625,-2.625
884,"82_-1,-1,0_5,0,0",29.51086059,28.63213743,1.906275601,10000,-2.02,-2.02
885,"82_-1,-1,0_5,5,-5",25.64556847,27.025421,1.911470778,10000,-3.585,-3.585
886,"82_-1,-1,0_5,5,0",29.75675978,28.55399665,1.877924206,10000,-2.675,-2.675
887,"82_-1,-1,0_10,-15,-5",37.45209565,29.84774233,2.275192027,10000,-2.345,-2.345
888,"82_-1,-1,0_10,-10,-10",33.34834459,29.79551354,2.147791468,10000,-3.435,-3.435
889,"82_-1,-1,0_10,-10,-5",29.51338023,26.37438043,2.106851525,10000,-2.585,-2.585
890,"82_-1,-1,0_10,-5,-10",29.72409473,28.894443,2.036118159,10000,-3.11,-3.11
891,"82_-1,-1,0_10,-5,-5",22.61864631,22.46820576,1.987172331,10000,-2.36,-2.36
892,"82_-1,-1,0_10,0,-5",20.31690887,21.59429981,1.926219084,10000,-2.32,-2.32
893,"82_-1,-1,0_10,5,-5",27.19496206,28.05736745,1.930035266,10000,-2.46,-2.46
894,"82_-1,-1,0_15,-15,-10",40.55755876,29.97521026,2.473330216,10000,-3.12,-3.12
895,"82_-1,-1,0_15,-5,-5",31.22376227,28.54939011,2.123275624,10000,-2.4,-2.4
896,"82_-1,-1,0_15,0,-5",28.08638498,27.3252536,2.03500425,10000,-2.155,-2.155
897,"84_-1,-1,0_0,-10,-5",38.73981978,27.73951175,3.347863303,10000,-3.3,-3.3
898,"84_-1,-1,0_0,-10,0",45.34275721,26.91763701,3.34402408,10000,-3.485,-3.485
899,"84_-1,-1,0_0,-5,-5",29.02331673,27.06013028,3.24115463,10000,-4.315,-4.315
900,"84_-1,-1,0_0,-5,0",33.55496601,26.32949223,3.273207442,10000,-4.715,-4.715
901,"84_-1,-1,0_0,0,0",30.01378479,29.75123691,3.193024923,10000,-5.035,-5.035
902,"84_-1,-1,0_5,-15,-5",45.28119652,26.91595701,3.556323476,10000,-3.41,-3.41
903,"84_-1,-1,0_5,-15,0",55.47112606,27.81329394,3.560404611,10000,-4.23,-4.23
904,"84_-1,-1,0_5,-10,-5",32.81664176,22.57697416,3.448986158,10000,-2.49,-2.49
905,"84_-1,-1,0_5,-10,0",43.55459527,24.32917532,3.444059296,10000,-3.54,-3.54
906,"84_-1,-1,0_5,-5,-5",24.49596097,22.27359289,3.328011198,10000,-3.25,-3.25
907,"84_-1,-1,0_5,-5,0",32.72309023,23.34561644,3.356285411,10000,-3.29,-3.29
908,"84_-1,-1,0_5,0,-5",26.20325306,28.97148198,3.277243897,10000,-4.145,-4.145
909,"84_-1,-1,0_5,0,0",28.21296481,26.14786408,3.258199125,10000,-4.065,-4.065
910,"84_-1,-1,0_10,-20,-5",53.21343526,27.40592175,3.829598578,10000,-3.26,-3.26
911,"84_-1,-1,0_10,-15,-5",41.46995136,24.5946686,3.688449001,10000,-3.95,-3.95
912,"84_-1,-1,0_10,-15,0",54.37952308,28.44408006,3.691092723,10000,-3.92,-3.92
913,"84_-1,-1,0_10,-10,-5",30.76836702,21.58704244,3.56946344,10000,-3.14,-3.14
914,"84_-1,-1,0_10,-10,0",44.18036687,25.05225126,3.561951628,10000,-3.675,-3.675
915,"84_-1,-1,0_10,-5,-5",23.4291201,21.08220923,3.436464244,10000,-3.07,-3.07
916,"84_-1,-1,0_10,-5,0",33.91770047,23.45752546,3.459177545,10000,-2.58,-2.58
917,"84_-1,-1,0_10,0,-5",24.27906962,26.24549758,3.36998609,10000,-3.7,-3.7
918,"84_-1,-1,0_10,0,0",28.91297362,25.05682681,3.345378017,10000,-3.34,-3.34
919,"84_-1,-1,0_15,-15,-5",43.55869226,26.41304121,3.835265264,10000,-3.79,-3.79
920,"84_-1,-1,0_15,-10,-5",31.93690678,23.90439482,3.706541265,10000,-3.835,-3.835
921,"84_-1,-1,0_15,-10,0",45.6642203,28.60782063,3.69514282,10000,-3.395,-3.395
922,"84_-1,-1,0_15,-5,-5",25.38399345,22.8861291,3.563760032,10000,-3.725,-3.725
923,"84_-1,-1,0_15,-5,0",35.90890134,26.04848118,3.57943062,10000,-2.845,-2.845
924,"84_-1,-1,0_15,0,-5",25.53758006,26.68041707,3.483470812,10000,-3.935,-3.935
925,"84_-1,-1,0_15,0,0",30.68175015,26.35881946,3.452260884,10000,-2.87,-2.87
926,"84_-1,-1,0_20,-10,-5",36.91890974,27.56687978,3.857465985,10000,-3.67,-3.67
927,"84_-1,-1,0_20,-5,-5",29.54192954,26.00544333,3.707043762,10000,-3.705,-3.705
928,"84_-1,-1,0_20,0,-5",29.258899,28.59115096,3.614949007,10000,-3.935,-3.935
929,"92_-1,-1,0_0,-15,-5",42.0221443,28.48557112,3.388788736,10000,-4.325,-4.325
930,"92_-1,-1,0_0,-10,-5",34.6767855,25.66694075,3.295053456,10000,-4.895,-4.895
931,"92_-1,-1,0_0,-5,-5",33.91479874,29.69346458,3.230152416,10000,-4.48,-4.48
932,"92_-1,-1,0_5,-15,-10",49.09314912,28.58206748,3.525722012,10000,-4.305,-4.305
933,"92_-1,-1,0_5,-15,-5",40.8666305,26.19717509,3.516705059,10000,-4.425,-4.425
934,"92_-1,-1,0_5,-10,-10",41.52269884,26.03292818,3.427418014,10000,-4.75,-4.75
935,"92_-1,-1,0_5,-10,-5",35.21702054,22.90586041,3.407791174,10000,-4.735,-4.735
936,"92_-1,-1,0_5,-5,-10",38.55916821,29.9445212,3.354368896,10000,-4.185,-4.185
937,"92_-1,-1,0_5,-5,-5",33.85059989,24.56817956,3.325502174,10000,-4.635,-4.635
938,"92_-1,-1,0_10,-20,-10",50.87266596,27.46886301,3.802006954,10000,-4.235,-4.235
939,"92_-1,-1,0_10,-20,-5",51.36666713,29.78341167,3.839502627,10000,-3.53,-3.53
940,"92_-1,-1,0_10,-15,-10",45.57005618,25.16553874,3.671602106,10000,-4.24,-4.24
941,"92_-1,-1,0_10,-15,-5",42.78948221,25.81296539,3.662678032,10000,-3.95,-3.95
942,"92_-1,-1,0_10,-10,-10",41.98219909,24.36079484,3.561622933,10000,-4.4,-4.4
943,"92_-1,-1,0_10,-10,-5",38.76400165,23.33628948,3.540769389,10000,-4.315,-4.315
944,"92_-1,-1,0_10,-5,-10",40.14147307,27.66320201,3.474880568,10000,-4.47,-4.47
945,"92_-1,-1,0_10,-5,-5",37.67921406,23.64041417,3.443227562,10000,-5.095,-5.095
946,"92_-1,-1,0_10,0,-5",40.20831424,28.14298337,3.372936798,10000,-4.85,-4.85
947,"92_-1,-1,0_15,-25,-10",69.47102517,29.2910662,4.125857358,10000,-2.19,-2.19
948,"92_-1,-1,0_15,-20,-10",52.52259244,26.32737772,3.97208891,10000,-3.89,-3.89
949,"92_-1,-1,0_15,-15,-10",44.72461935,25.62341334,3.833947181,10000,-4.61,-4.61
950,"92_-1,-1,0_15,-15,-5",47.04917662,28.00546522,3.823598804,10000,-3.71,-3.71
951,"92_-1,-1,0_15,-10,-10",41.72330386,25.45550767,3.714281071,10000,-4.32,-4.32
952,"92_-1,-1,0_15,-10,-5",41.75726905,25.64001239,3.690848171,10000,-3.77,-3.77
953,"92_-1,-1,0_15,-5,-10",41.02222959,28.09501285,3.615876963,10000,-4.385,-4.385
954,"92_-1,-1,0_15,-5,-5",41.58968487,24.96315278,3.580275531,10000,-4.545,-4.545
955,"92_-1,-1,0_15,0,-5",44.67994941,28.39669467,3.494862688,10000,-5.225,-5.225
956,"92_-1,-1,0_20,-20,-10",61.86984116,29.54102888,4.153768495,10000,-2.91,-2.91
957,"92_-1,-1,0_20,-15,-10",49.72306346,28.11988201,4.009601527,10000,-4.045,-4.045
958,"92_-1,-1,0_20,-10,-10",43.14274126,28.21181668,3.882128362,10000,-4.01,-4.01
959,"92_-1,-1,0_20,-5,-5",43.36383874,28.40814009,3.733538558,10000,-4.28,-4.28
960,"93_-1,-1,0_-5,-10,-5",30.82281246,25.43859283,1.96198629,10000,-3.025,-3.025
961,"93_-1,-1,0_-5,-10,0",34.93459929,27.09692879,1.979482129,10000,-1.735,-1.735
962,"93_-1,-1,0_-5,-5,-5",23.71936894,21.62944615,1.898530252,10000,-3.72,-3.72
963,"93_-1,-1,0_-5,-5,0",29.72814474,24.55631521,1.919170564,10000,-2.9,-2.9
964,"93_-1,-1,0_-5,0,-5",23.39082671,23.87517394,1.902234689,10000,-4.455,-4.455
965,"93_-1,-1,0_-5,0,0",29.12942589,25.71076027,1.928389163,10000,-4.125,-4.125
966,"93_-1,-1,0_-5,5,0",31.04286477,29.11414533,2.006112695,10000,-4.685,-4.685
967,"93_-1,-1,0_0,-15,-5",35.02337933,25.38116285,2.199785371,10000,-2.58,-2.58
968,"93_-1,-1,0_0,-10,-5",24.7332144,19.88598022,2.051652608,10000,-2.65,-2.65
969,"93_-1,-1,0_0,-10,0",36.154824,28.34567216,2.07214073,10000,-1.09,-1.09
970,"93_-1,-1,0_0,-5,-5",17.35583348,16.56941736,1.957872659,10000,-2.83,-2.83
971,"93_-1,-1,0_0,-5,0",27.67900061,23.68667855,1.908721881,10000,-1.89,-1.89
972,"93_-1,-1,0_0,0,-5",16.1771768,17.71904015,1.855054547,10000,-3.305,-3.305
973,"93_-1,-1,0_0,0,0",24.17027466,22.55194827,1.879960579,10000,-2.8,-2.8
974,"93_-1,-1,0_0,5,-5",23.18985354,25.05855447,1.892350538,10000,-4.9,-4.9
975,"93_-1,-1,0_0,5,0",25.22107851,24.48373487,1.922274266,10000,-3.325,-3.325
976,"93_-1,-1,0_0,10,0",30.06251849,29.56573113,2.030924744,10000,-3.975,-3.975
977,"93_-1,-1,0_5,-15,-5",37.82194996,26.17494651,2.29744642,10000,-2.205,-2.205
978,"93_-1,-1,0_5,-10,-5",28.0574227,22.28559574,2.126511905,10000,-2.715,-2.715
979,"93_-1,-1,0_5,-5,-10",29.03161264,29.20468441,2.060982459,10000,-3.73,-3.73
980,"93_-1,-1,0_5,-5,-5",19.5612744,18.59982733,2.004094789,10000,-2.56,-2.56
981,"93_-1,-1,0_5,-5,0",34.15034601,29.91136761,2.022828935,10000,-1.305,-1.305
982,"93_-1,-1,0_5,0,-10",24.94412621,28.17352716,2.000106253,10000,-3.645,-3.645
983,"93_-1,-1,0_5,0,-5",15.26058031,17.23028348,1.940396155,10000,-2.68,-2.68
984,"93_-1,-1,0_5,0,0",26.50696371,25.47722586,1.959451379,10000,-1.9,-1.9
985,"93_-1,-1,0_5,5,-5",19.36526728,21.88635821,1.941697576,10000,-3.48,-3.48
986,"93_-1,-1,0_5,5,0",24.60505233,24.4308794,1.963367339,10000,-2.375,-2.375
987,"93_-1,-1,0_5,10,0",28.64290841,27.62265262,1.966949992,10000,-2.955,-2.955
988,"93_-1,-1,0_10,-15,-5",44.6214485,29.40175263,2.436144606,10000,-2.38,-2.38
989,"93_-1,-1,0_10,-10,-5",34.6265802,26.11564604,2.24855842,10000,-3.075,-3.075
990,"93_-1,-1,0_10,-5,-5",25.58937522,23.16101828,2.103317933,10000,-2.96,-2.96
991,"93_-1,-1,0_10,0,-10",28.14875173,29.43951502,2.076106513,10000,-3.165,-3.165
992,"93_-1,-1,0_10,0,-5",19.87813875,20.39693841,2.010822462,10000,-2.785,-2.785
993,"93_-1,-1,0_10,5,-5",20.43927904,22.05340245,1.979214369,10000,-2.905,-2.905
994,"93_-1,-1,0_10,5,0",27.85524334,27.71221559,1.989584896,10000,-1.785,-1.785
995,"93_-1,-1,0_10,10,0",29.70729242,28.19108848,2.024293543,10000,-2.265,-2.265
996,"93_-1,-1,0_15,-5,-5",32.57572541,27.16301392,2.247846789,10000,-3.04,-3.04
997,"93_-1,-1,0_15,0,-5",25.51637039,24.04496645,2.132268869,10000,-2.945,-2.945
998,"93_-1,-1,0_15,5,-5",24.34406859,23.92463324,2.071766369,10000,-2.745,-2.745
999,"93_-1,-1,0_15,10,-5",31.60243233,29.74347916,2.071638792,10000,-3.045,-3.045
1000,"93_-1,-1,0_15,10,0",33.00123905,29.77185729,2.06788679,10000,-2.06,-2.06
1001,"93_-1,-1,0_20,0,-5",32.59404255,27.73759001,2.295822525,10000,-2.735,-2.735
1002,"93_-1,-1,0_20,5,-5",29.67430755,26.59678069,2.211812217,10000,-2.375,-2.375
1003,"99_-1,-1,0_5,-15,-5",74.15132115,29.89165657,2.461618246,10000,-6.175,-6.175
1004,"99_-1,-1,0_5,-10,-5",72.80821061,29.58437957,2.281070907,10000,-4.685,-4.685
1005,"104_-1,-1,0_5,-10,-5",48.37171067,26.98399557,3.393898417,10000,-5.61,-5.61
1006,"104_-1,-1,0_5,-5,-5",41.37718857,27.92405826,3.316319719,10000,-4.895,-4.895
1007,"104_-1,-1,0_5,-5,0",40.09245863,29.80366613,3.305570112,10000,-5.03,-5.03
1008,"104_-1,-1,0_10,-15,-5",53.00248821,29.20118631,3.635336228,10000,-4.555,-4.555
1009,"104_-1,-1,0_10,-10,-5",47.96424291,25.34538902,3.519598217,10000,-4.905,-4.905
1010,"104_-1,-1,0_10,-5,-5",44.12473755,26.2887672,3.429335428,10000,-5.21,-5.21
1011,"104_-1,-1,0_10,-5,0",44.24839148,29.25673817,3.413895637,10000,-5.01,-5.01
1012,"104_-1,-1,0_15,-10,-5",48.45951548,27.34163056,3.661494275,10000,-4.625,-4.625
1013,"104_-1,-1,0_15,-5,-5",46.72802846,27.32080702,3.559914268,10000,-5.085,-5.085
1014,"104_-1,-1,0_20,-5,-5",48.7744608,29.6510507,3.705704015,10000,-4.24,-4.24
1015,"106_-1,-1,0_-5,-15,0",47.63951464,29.4049027,2.058663713,10000,-3.99,-3.99
1016,"106_-1,-1,0_-5,-15,5",44.20258582,26.06832503,2.078738844,10000,-3.295,-3.295
1017,"106_-1,-1,0_-5,-10,0",42.41630196,29.33015072,1.931464231,10000,-4.66,-4.66
1018,"106_-1,-1,0_-5,-10,5",39.57002889,27.43554286,1.957266909,10000,-3.865,-3.865
1019,"106_-1,-1,0_0,-15,0",42.88710248,28.226318,2.114734686,10000,-3.42,-3.42
1020,"131_-1,-1,0_5,-10,5",39.9212792,29.20320177,3.490011873,10000,-3.775,-3.775
1021,"131_-1,-1,0_10,-20,5",57.93388612,29.397275,3.896843715,10000,-2.085,-2.085
1022,"131_-1,-1,0_10,-15,5",43.02957254,25.77703775,3.729844109,10000,-3.305,-3.305
1023,"131_-1,-1,0_10,-15,10",47.85911607,29.53637159,3.741585495,10000,-2.855,-2.855
1024,"131_-1,-1,0_10,-10,5",35.7215867,23.62317846,3.588187994,10000,-3.715,-3.715
1025,"131_-1,-1,0_10,-10,10",37.90199178,28.09909637,3.592679635,10000,-3.315,-3.315
1026,"131_-1,-1,0_10,-5,5",34.74649403,26.03631765,3.476111262,10000,-3.985,-3.985
1027,"131_-1,-1,0_10,-5,10",35.25858224,29.30430189,3.47411214,10000,-3.64,-3.64
1028,"131_-1,-1,0_15,-20,5",64.27255401,29.2510898,4.023552558,10000,-2.475,-2.475
1029,"131_-1,-1,0_15,-15,5",44.39197891,25.3251621,3.849786661,10000,-3.175,-3.175
1030,"131_-1,-1,0_15,-15,10",54.82743193,29.85217996,3.857058748,10000,-2.76,-2.76
1031,"131_-1,-1,0_15,-10,5",35.14513008,23.31592389,3.699468996,10000,-3.61,-3.61
1032,"131_-1,-1,0_15,-10,10",40.47690928,27.26793851,3.6986521,10000,-3.46,-3.46
1033,"131_-1,-1,0_15,-5,5",34.7887911,24.96183183,3.576766797,10000,-3.93,-3.93
1034,"131_-1,-1,0_15,-5,10",36.76249599,27.77192416,3.56852145,10000,-3.505,-3.505
1035,"131_-1,-1,0_15,0,10",38.13963152,29.45400976,3.470885474,10000,-3.87,-3.87
1036,"131_-1,-1,0_20,-15,5",50.67193574,28.25185905,3.979254996,10000,-3.43,-3.43
1037,"131_-1,-1,0_20,-10,5",38.07097565,25.91824508,3.821903883,10000,-3.635,-3.635
1038,"131_-1,-1,0_20,-10,10",44.92034639,29.56445809,3.814820328,10000,-3.345,-3.345
1039,"131_-1,-1,0_20,-5,5",36.25712111,26.89326227,3.690290607,10000,-4.035,-4.035
1040,"131_-1,-1,0_20,-5,10",39.35870839,28.4789141,3.674894033,10000,-3.56,-3.56
1041,"131_-1,-1,0_20,0,10",41.24823003,28.93788449,3.565495144,10000,-3.6,-3.6
1042,"131_-1,-1,0_25,-10,5",45.02415909,29.11164799,3.953569137,10000,-3.415,-3.415
1043,"131_-1,-1,0_25,-5,5",39.38118606,28.97501994,3.814712355,10000,-3.625,-3.625
1044,"132_-1,-1,0_-10,-15,5",42.49871227,28.91585659,1.962712603,10000,-7.55,-7.55
1045,"155_-1,-1,0_0,-10,-5",36.33588439,28.60654768,3.327491584,10000,-4.295,-4.295
1046,"155_-1,-1,0_0,-5,-5",29.27644328,29.09863522,3.26544993,10000,-4.83,-4.83
1047,"155_-1,-1,0_5,-15,-5",46.7988669,25.17612524,3.532493717,10000,-3.875,-3.875
1048,"155_-1,-1,0_5,-10,-5",33.61801995,22.60349589,3.425935457,10000,-3.2,-3.2
1049,"155_-1,-1,0_5,-5,-5",25.93532945,23.53487302,3.346729367,10000,-3.55,-3.55
1050,"155_-1,-1,0_5,-5,0",39.21316059,29.79081012,3.348886458,10000,-3.255,-3.255
1051,"155_-1,-1,0_5,0,-5",25.81801159,27.83895974,3.297466555,10000,-4.365,-4.365
1052,"155_-1,-1,0_5,0,0",32.80204859,29.87138985,3.293922204,10000,-4.81,-4.81
1053,"155_-1,-1,0_10,-20,-5",56.16415887,25.62392172,3.806330411,10000,-3.095,-3.095
1054,"155_-1,-1,0_10,-15,-5",45.4147802,22.37187,3.664668969,10000,-3.51,-3.51
1055,"155_-1,-1,0_10,-10,-5",34.58629157,20.78520989,3.544998051,10000,-3.155,-3.155
1056,"155_-1,-1,0_10,-10,0",51.67059351,29.11427965,3.551571904,10000,-3.91,-3.91
1057,"155_-1,-1,0_10,-5,-5",26.45556643,21.36057052,3.450559623,10000,-3.1,-3.1
1058,"155_-1,-1,0_10,-5,0",41.17612799,27.57200447,3.448592675,10000,-3.455,-3.455
1059,"155_-1,-1,0_10,0,-5",25.31473007,24.65829052,3.384209006,10000,-3.755,-3.755
1060,"155_-1,-1,0_10,0,0",33.17913653,27.31340649,3.374992243,10000,-3.345,-3.345
1061,"155_-1,-1,0_10,5,0",29.903226,28.70826891,3.333291363,10000,-3.955,-3.955
1062,"155_-1,-1,0_15,-20,-5",57.58772564,26.96989647,3.963185759,10000,-3.105,-3.105
1063,"155_-1,-1,0_15,-15,-10",41.8388371,29.58144012,3.835944413,10000,-3.295,-3.295
1064,"155_-1,-1,0_15,-15,-5",46.2484352,23.91569306,3.812552941,10000,-3.445,-3.445
1065,"155_-1,-1,0_15,-10,-10",32.35878794,28.83147436,3.718086249,10000,-2.815,-2.815
